OrderID,Branch,City,Customer type,Gender,Product line,Unitprice,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Tax
192,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2024,10:28,Cash,396.36,4.761904762,19.818,7.3,19.818
198,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2024,17:16,Ewallet,83.08,4.761904762,4.154,6.4,4.154
145,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2024,17:37,Credit card,403,4.761904762,20.15,7,20.15
216,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,1/24/2024,10:38,Ewallet,531.16,4.761904762,26.558,8.9,26.558
233,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,1/24/2024,10:57,Cash,388.96,4.761904762,19.448,5,19.448
237,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,1/24/2024,17:43,Cash,84.48,4.761904762,4.224,7.6,4.224
131,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2024,20:24,Ewallet,236.07,4.761904762,11.8035,5.9,11.8035
162,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2024,18:22,Cash,361.83,4.761904762,18.0915,5.5,18.0915
265,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,1/26/2024,15:17,Cash,609.56,4.761904762,30.478,5.5,30.478
180,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2024,13:58,Cash,465.7,4.761904762,23.285,7.6,23.285
241,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,1/27/2024,18:08,Ewallet,73.26,4.761904762,3.663,9.7,3.663
187,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2024,20:54,Ewallet,193.44,4.761904762,9.672,9.8,9.672
191,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2024,16:43,Credit card,112.62,4.761904762,5.631,5.5,5.631
244,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,1/28/2024,11:51,Cash,214.3,4.761904762,10.715,6.2,10.715
184,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2024,11:26,Ewallet,38.6,4.761904762,1.93,6.7,1.93
217,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,1/29/2024,14:26,Ewallet,587.6,4.761904762,29.38,9,29.38
168,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2024,13:32,Credit card,94.6,4.761904762,4.73,4,4.73
196,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/2024,13:58,Ewallet,339.36,4.761904762,16.968,5.7,16.968
240,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,1/30/2024,11:32,Credit card,281.34,4.761904762,14.067,5.9,14.067
133,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2024,13:44,Ewallet,272.1,4.761904762,13.605,6.1,13.605
135,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2024,16:24,Ewallet,148.24,4.761904762,7.412,9.7,7.412
141,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2024,10:46,Credit card,66.35,4.761904762,3.3175,9.7,3.3175
178,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2024,13:47,Cash,83.08,4.761904762,4.154,4.7,4.154
213,B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,180.6,1/31/2024,20:48,Ewallet,172,4.761904762,8.6,7.6,8.6
221,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,1/31/2024,15:12,Credit card,721.3,4.761904762,36.065,4.2,36.065
223,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2024,20:32,Ewallet,790.83,4.761904762,39.5415,5.6,39.5415
117,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,2/1/2024,11:27,Cash,207.63,4.761904762,10.3815,4.9,10.3815
1239,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,2/1/2024,11:27,Cash,207.63,4.761904762,10.3815,4.9,10.3815
167,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2/2/2024,19:40,Cash,183.82,4.761904762,9.191,9.9,9.191
254,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2/2/2024,12:40,Cash,212.94,4.761904762,10.647,4.1,10.647
160,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2024,12:14,Cash,71.95,4.761904762,3.5975,7.3,3.5975
172,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2024,10:23,Cash,176.54,4.761904762,8.827,8.2,8.827
224,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2/4/2024,16:09,Credit card,522.06,4.761904762,26.103,9,26.103
261,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2/5/2024,18:45,Cash,41.78,4.761904762,2.089,9.8,2.089
190,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2024,19:20,Ewallet,229.5,4.761904762,11.475,8.2,11.475
251,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2/6/2024,15:16,Credit card,302.7,4.761904762,15.135,8.9,15.135
143,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2024,13:05,Credit card,263.76,4.761904762,13.188,6.9,13.188
175,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2/7/2024,14:38,Credit card,326.88,4.761904762,16.344,6.5,16.344
179,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2/7/2024,20:24,Cash,793.9,4.761904762,39.695,6.2,39.695
199,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2/7/2024,10:18,Credit card,28.96,4.761904762,1.448,6.2,1.448
249,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2/7/2024,15:06,Cash,463.28,4.761904762,23.164,8.1,23.164
260,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2/7/2024,15:55,Cash,276.12,4.761904762,13.806,7.1,13.806
116,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,2/9/2024,13:11,Cash,74.7,4.761904762,3.735,4.1,3.735
139,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2024,19:43,Cash,244.2,4.761904762,12.21,4.8,12.21
1238,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,2/9/2024,13:11,Cash,74.7,4.761904762,3.735,4.1,3.735
110,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2024,12:45,Credit card,113.58,4.761904762,5.679,8.1,5.679
154,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2024,20:51,Cash,781.3,4.761904762,39.065,4.4,39.065
159,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2024,18:23,Credit card,144.27,4.761904762,7.2135,7.8,7.2135
1232,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2024,12:45,Credit card,113.58,4.761904762,5.679,8.1,5.679
105,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,2/12/2024,10:25,Ewallet,234.75,4.761904762,11.7375,7.1,11.7375
211,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2/12/2024,19:43,Cash,39.48,4.761904762,1.974,6.5,1.974
1227,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,2/12/2024,10:25,Ewallet,234.75,4.761904762,11.7375,7.1,11.7375
142,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2024,12:38,Ewallet,129,4.761904762,6.45,6.5,6.45
170,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2024,18:27,Ewallet,76.82,4.761904762,3.841,7.2,3.841
120,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2024,17:03,Credit card,796.48,4.761904762,39.824,5.2,39.824
1242,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2024,17:03,Credit card,796.48,4.761904762,39.824,5.2,39.824
181,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2/15/2024,11:21,Cash,98.84,4.761904762,4.942,8.4,4.942
185,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2024,12:12,Cash,328,4.761904762,16.4,6.2,16.4
257,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2024,20:51,Credit card,794.25,4.761904762,39.7125,7.6,39.7125
205,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2/16/2024,15:53,Ewallet,60.25,4.761904762,3.0125,5.5,3.0125
107,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2/17/2024,11:15,Ewallet,172.8,4.761904762,8.64,9.9,8.64
121,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2/17/2024,14:40,Credit card,524.7,4.761904762,26.235,8.8,26.235
134,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2024,18:06,Cash,59.05,4.761904762,2.9525,9.4,2.9525
220,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2/17/2024,15:28,Ewallet,285.92,4.761904762,14.296,4.9,14.296
1229,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2/17/2024,11:15,Ewallet,172.8,4.761904762,8.64,9.9,8.64
1243,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2/17/2024,14:40,Credit card,524.7,4.761904762,26.235,8.8,26.235
147,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2024,20:29,Cash,62.48,4.761904762,3.124,4.7,3.124
270,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2/18/2024,11:40,Ewallet,60.95,4.761904762,3.0475,5.9,3.0475
212,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2/19/2024,19:38,Credit card,626.22,4.761904762,31.311,7.8,31.311
214,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2024,15:14,Ewallet,698.67,4.761904762,34.9335,7.2,34.9335
225,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2/19/2024,11:33,Ewallet,575.12,4.761904762,28.756,5.5,28.756
132,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2024,16:55,Cash,283.92,4.761904762,14.196,5.5,14.196
219,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2024,12:30,Ewallet,174.2,4.761904762,8.71,7,8.71
151,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2024,12:29,Cash,119.68,4.761904762,5.984,8.6,5.984
229,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2024,11:12,Cash,680.31,4.761904762,34.0155,8,34.0155
206,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2024,16:44,Cash,247.4,4.761904762,12.37,7.1,12.37
231,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2024,18:06,Credit card,402.6,4.761904762,20.13,5,20.13
103,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,433.692,2/25/2024,14:36,Ewallet,413.04,4.761904762,20.652,5.8,20.652
106,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2024,11:24,Ewallet,430.2,4.761904762,21.51,4.8,21.51
242,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2/25/2024,11:58,Ewallet,527.9,4.761904762,26.395,10,26.395
245,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2024,20:19,Cash,39.75,4.761904762,1.9875,6.1,1.9875
1225,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,433.692,2/25/2024,14:36,Ewallet,413.04,4.761904762,20.652,5.8,20.652
1228,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2024,11:24,Ewallet,430.2,4.761904762,21.51,4.8,21.51
136,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2024,10:52,Cash,544.2,4.761904762,27.21,5.3,27.21
227,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2/26/2024,12:28,Credit card,93.22,4.761904762,4.661,6.6,4.661
209,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2024,10:23,Credit card,99.69,4.761904762,4.9845,8,4.9845
226,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2024,12:52,Credit card,648.2,4.761904762,32.41,9.3,32.41
111,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2024,19:01,Cash,687.84,4.761904762,34.392,8.2,34.392
239,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2/28/2024,17:38,Cash,60.3,4.761904762,3.015,6,3.015
1233,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2024,19:01,Cash,687.84,4.761904762,34.392,8.2,34.392
164,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,3/1/2024,15:40,Ewallet,82.5,4.761904762,4.125,6.5,4.125
210,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2024,10:22,Credit card,454.8,4.761904762,22.74,4.8,22.74
130,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,3/2/2024,19:42,Credit card,897.57,4.761904762,44.8785,6.5,44.8785
138,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2024,19:26,Cash,66.1,4.761904762,3.305,4.3,3.305
255,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,3/2/2024,12:36,Ewallet,78.78,4.761904762,3.939,6.3,3.939
263,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,3/2/2024,18:18,Credit card,76.54,4.761904762,3.827,5.8,3.827
119,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.685,3/3/2024,14:30,Cash,819.7,4.761904762,40.985,9.2,40.985
124,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2024,19:17,Cash,166.8,4.761904762,8.34,6.3,8.34
148,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2024,13:42,Cash,259.6,4.761904762,12.98,7.5,12.98
228,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2024,19:30,Ewallet,241.6,4.761904762,12.08,5.1,12.08
1241,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.685,3/3/2024,14:30,Cash,819.7,4.761904762,40.985,9.2,40.985
1246,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2024,19:17,Cash,166.8,4.761904762,8.34,6.3,8.34
163,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2024,15:44,Cash,30.24,4.761904762,1.512,8.4,1.512
171,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2024,16:28,Cash,173.16,4.761904762,8.658,8,8.658
201,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,3/5/2024,16:38,Ewallet,234.93,4.761904762,11.7465,5.4,11.7465
166,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2024,12:46,Credit card,193.5,4.761904762,9.675,7.8,9.675
250,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,3/6/2024,20:57,Cash,141.9,4.761904762,7.095,9.4,7.095
183,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,3/7/2024,16:54,Ewallet,336.28,4.761904762,16.814,4.4,16.814
193,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2024,10:23,Credit card,133.26,4.761904762,6.663,8.6,6.663
101,C,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,3.82,80.22,3/8/2024,10:29,Cash,76.4,4.761904762,3.82,9.6,3.82
115,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,3/8/2024,20:38,Ewallet,97.16,4.761904762,4.858,7.2,4.858
1223,C,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,3.82,80.22,3/8/2024,10:29,Cash,76.4,4.761904762,3.82,9.6,3.82
1237,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,3/8/2024,20:38,Ewallet,97.16,4.761904762,4.858,7.2,4.858
104,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.142,3/9/2024,17:03,Cash,102.04,4.761904762,5.102,6.8,5.102
109,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,3/9/2024,18:00,Cash,375.84,4.761904762,18.792,9.5,18.792
113,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2024,18:21,Cash,455.46,4.761904762,22.773,8.7,22.773
1226,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.142,3/9/2024,17:03,Cash,102.04,4.761904762,5.102,6.8,5.102
1231,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,3/9/2024,18:00,Cash,375.84,4.761904762,18.792,9.5,18.792
1235,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2024,18:21,Cash,455.46,4.761904762,22.773,8.7,22.773
266,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,3/10/2024,18:10,Credit card,25.45,4.761904762,1.2725,5.1,1.2725
269,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,3/10/2024,20:46,Ewallet,116.06,4.761904762,5.803,8.8,5.803
264,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,3/11/2024,19:44,Credit card,172.45,4.761904762,8.6225,9,8.6225
112,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,3/12/2024,20:36,Cash,183.66,4.761904762,9.183,9.3,9.183
137,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2024,13:52,Credit card,31.77,4.761904762,1.5885,8.7,1.5885
1234,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,3/12/2024,20:36,Cash,183.66,4.761904762,9.183,9.3,9.183
146,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2024,17:20,Ewallet,194.95,4.761904762,9.7475,6,9.7475
165,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2024,19:33,Cash,461.88,4.761904762,23.094,5.6,23.094
188,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2024,12:07,Cash,696.85,4.761904762,34.8425,7.6,34.8425
195,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2024,12:32,Cash,194.22,4.761904762,9.711,7.3,9.711
200,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2024,18:10,Ewallet,439.55,4.761904762,21.9775,4.4,21.9775
208,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2024,14:13,Credit card,47.07,4.761904762,2.3535,5.8,2.3535
127,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,3/15/2024,11:57,Cash,229.96,4.761904762,11.498,6.6,11.498
222,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,3/16/2024,18:51,Cash,382.56,4.761904762,19.128,7.9,19.128
150,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2024,17:15,Credit card,204.76,4.761904762,10.238,4.7,10.238
126,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2024,11:30,Credit card,163.55,4.761904762,8.1775,9.9,8.1775
144,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2024,13:25,Ewallet,675.54,4.761904762,33.777,6.2,33.777
169,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2024,14:35,Cash,53.22,4.761904762,2.661,4.2,2.661
202,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2024,12:16,Cash,46.2,4.761904762,2.31,6.3,2.31
203,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2024,15:29,Ewallet,708.4,4.761904762,35.42,4.7,35.42
1248,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2024,11:30,Credit card,163.55,4.761904762,8.1775,9.9,8.1775
197,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,3/20/2024,15:08,Ewallet,447.06,4.761904762,22.353,5,22.353
153,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2024,10:40,Ewallet,79.44,4.761904762,3.972,4.7,3.972
157,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2024,10:17,Credit card,142.25,4.761904762,7.1125,9.1,7.1125
246,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,3/21/2024,16:08,Credit card,720.16,4.761904762,36.008,4.5,36.008
